id,price_doc
30474,5174477.710183005
30475,6273927.54407516
30476,6344510.092560626
30477,5070255.9833386885
30478,5451575.567993365
30479,6970938.789382336
30480,5611237.23715865
30481,5370260.555195943
30482,5114523.525751184
30483,5111032.8973626075
30484,6241349.8747862065
30485,5435377.386369887
30486,4811099.002291861
30487,5387480.57639249
30488,4910137.527942052
30489,6008960.465205982
30490,8462615.589499678
30491,8031016.623016902
30492,5858524.529534462
30493,7280075.153074346
30494,5960628.245380864
30495,6975951.584668446
30496,7457830.84123209
30497,6487242.176716377
30498,5882938.617918421
30499,6630133.247972878
30500,6801494.680900512
30501,6285524.089322248
30502,4522063.770772833
30503,6516148.327285952
30504,6329666.644734868
30505,6901078.428805744
30506,2511015.104950613
30507,5366445.0444100695
30508,5887047.033737361
30509,6251281.55769843
30510,6723617.767858271
30511,6484421.833454797
30512,5936924.247525159
30513,5619592.1513232645
30514,2700447.5181964124
30515,6670310.099471678
30516,5443685.053373988
30517,7265589.497056597
30518,6507537.889369935
30519,6259422.456799592
30520,6305136.450982835
30521,5961988.770189927
30522,6462381.603576111
30523,6190547.527416761
30524,6363909.133962174
30525,6516036.738335023
30526,5379506.83529735
30527,5851693.780957877
30528,6212972.943446156
30529,6508712.078776638
30530,5949902.087904751
30531,7206253.38951463
30532,5473232.634936726
30533,6964124.091526199
30534,5947340.264361313
30535,6689939.706653507
30536,5826280.485562424
30537,7014229.012372541
30538,5744180.676490289
30539,8297093.825837946
30540,6713621.446450336
30541,6848475.739295166
30542,2339505.660239
30543,6038482.9585748045
30544,6507987.028756267
30545,6870478.149908728
30546,5604834.522201185
30547,6829828.425908773
30548,5594910.304277537
30549,5485282.173277144
30550,6919670.069247176
30551,5436126.709163968
30552,2332727.854925882
30553,6820650.735300301
30554,6742885.970710913
30555,6107874.860165038
30556,6938344.257621375
30557,6937745.954342479
30558,6220577.196530402
30559,6566988.9590052245
30560,6468853.8670991
30561,6235018.002042772
30562,7029125.849669792
30563,6532614.3131073145
30564,6560190.597116657
30565,6451409.766654775
30566,6372835.549336871
30567,2338635.611505668
30568,7021372.460378444
30569,6611807.314880999
30570,6218875.879849853
30571,6134462.985652997
30572,5385513.1253427705
30573,6232997.873854436
30574,6101549.931684362
30575,6122718.4293285925
30576,5387480.57639249
30577,6058614.702597362
30578,2521966.7862121356
30579,6210496.185360621
30580,5772376.346240689
30581,5645081.401349199
30582,7167858.084689487
30583,5947340.264361313
30584,5802457.014115208
