id,price_doc
30474,2863782.5868222285
30475,23930864.226883933
30476,3916118.767283692
30477,7017907.6085201325
30478,5839092.301912887
30479,8855778.339368949
30480,4901376.776470483
30481,2564376.2724210974
30482,21479016.62383177
30483,124353440.33686033
30484,8110371.531124212
30485,5789277.348873853
30486,1131647.9171539075
30487,10182245.465216378
30488,9834174.95299941
30489,5336533.735619492
30490,15174581.216831101
30491,7460586.150593665
30492,11062686.597341713
30493,51266036.62732189
30494,7550485.45345052
30495,1278984.5731477337
30496,6818751.5973159745
30497,8559096.570187638
30498,11980079.770218382
30499,521431.660652502
30500,24465732.081440214
30501,9451715.132428622
30502,3210002.219368686
30503,12016957.969062055
30504,40993749.74284225
30505,13195560.341655022
30506,103979575424183.27
30507,4111336.7000326538
30508,5627544.833541405
30509,135406006.33533663
30510,10048746.12119215
30511,2654293.3194120554
30512,12371438.148643684
30513,4922419.028678703
30514,83537021169756.03
30515,9821057.200912701
30516,6608559.10508761
30517,9976884.26599734
30518,14487588.273152823
30519,2791421.0665809666
30520,4354263.302160803
30521,2.185422911758287
30522,2593126.556576667
30523,8734023.008885786
30524,4643142.817510194
30525,170744.21480403215
30526,3782646.632658147
30527,3363827.7489978415
30528,39004599.88408198
30529,5852800.734738958
30530,617140.7988907528
30531,2758919.7074892027
30532,2860509.6398588163
30533,4345834.581449695
30534,7502122.24937005
30535,9904503.56634805
30536,4882632.584899395
30537,6767414.369663502
30538,176852.355321047
30539,8053071.2755617825
30540,10005789.955211112
30541,1314465.4027123158
30542,84816751227252.81
30543,3627917.842848092
30544,9843429.864735957
30545,333774.4810319926
30546,2671601.6257672673
30547,5481124.074582265
30548,3626578.4728438053
30549,16703208.677268783
30550,3107383.1847936222
30551,3975204.451475405
30552,84111169897150.52
30553,50376992.0060089
30554,8133924.803070758
30555,6256999.880904327
30556,8737077.4797014
30557,56956072.5484244
30558,9786152.755779125
30559,2626445065.1645374
30560,31736933.058621455
30561,4377256.2242596885
30562,7170018.454963273
30563,4045576.69679732
30564,8009345.722726323
30565,8387595.871401759
30566,5275822.197416501
30567,84725962348066.39
30568,1294683.9219868314
30569,8583008.887823451
30570,17819350.99987549
30571,18175508.330877095
30572,3794819.6561450046
30573,8079161.812028796
30574,4104641.3384985095
30575,108174346.76711287
30576,10182245.465216378
30577,8223376.07438455
30578,105290691898611.36
30579,3680007.5228753216
30580,6526604.025681954
30581,4587747.639539169
30582,1927316.58176772
30583,7502122.24937005
30584,717937.8387967559
30585,3663172.5576515486
30586,7808287.026464816
30587,2976648.419375898
30588,8708467.404359924
30589,31286697.32500075
30590,14419804.871983286
30591,1465711.6545283094
30592,22043714.532039326
30593,6830446.067861534
30594,6977953.600546036
30595,13062882.260835052
30596,4760281151.819777
30597,8079161.812028796
30598,10074608.290079199
30599,1480339.7721462916
30600,4905718.118116405
30601,16111237.138904618
30602,84816751227252.81
30603,12909343.534660751
30604,30271951.354772232
30605,8249662.965752579
30606,1699048.1237015885
30607,456341.94615812774
30608,148959822.74011418
30609,4502481.506694547
30610,4176809.369243127
30611,5627544.833541405
30612,41580499.37660962
30613,4935533.28892649
30614,21674328.6650258
30615,4303713.380771362
30616,5663823.381138351
30617,6166927.969833629
30618,10119656.054962927
30619,3947140.7095706887
30620,101645330160025.66
30621,2701661.6180376206
30622,4524686.122991211
30623,9619252.051092405
30624,3690988.6039354634
30625,2556725.414482623
30626,9999675.012895245
30627,21092883.490741264
30628,8107766.12287858
30629,22532226.122128308
30630,4128742.3042022106
30631,6618578.720110991
30632,5521029.664570787
30633,1298064.8285290182
30634,6924051.70864443
30635,10064902.185885727
30636,338758.82256965636
30637,10071371.88254722
30638,10224926.025159936
30639,7724682.960349891
30640,2719637.1829517246
30641,8004688.770932104
30642,9224837.75037674
30643,9445782.59488182
30644,10138469.417039441
30645,415206.35916409513
30646,5721382.239225483
30647,4071923.4139172975
30648,1142666.5810084161
30649,101102481577380.94
30650,25998697.346892413
30651,104919224885056.11
30652,2705112.6476164716
30653,471570189.1554034
30654,4103273.095192775
30655,3813785.273584315
30656,3804349.1820671675
30657,4808367.423379971
30658,22561424.704200886
30659,3755207.891038833
30660,29840989.56114148
30661,6449314.594779099
30662,10274389.589963695
30663,42010331.11830885
30664,719476.3559701411
30665,4502481.506694547
30666,100994260255095.31
30667,6224035.046928417
30668,25959355.434758164
30669,1092335.5981021351
30670,2837916.207139319
30671,1958165.6383309588
30672,3900114.070375798
30673,41018664.55808319
30674,684776.2291380521
30675,84816751227252.81
30676,51236047.041374035
30677,34646744.58790684
30678,13077023.713609746
30679,1649044.836071828
30680,4458040.800491375
30681,305607.22496541607
30682,10809284.546688987
30683,10468382.312391534
30684,4501377.897331531
30685,92757900.18498571
30686,9786408.37576406
30687,5776890.156759608
30688,15324071.320982546
30689,544171881311.0636
30690,1197801.7429084468
30691,16698492.943071116
30692,104654277.76542366
30693,3470209930.710047
30694,10118636.935746573
30695,29391292.663566217
30696,11200361.456359519
30697,106733091.87390967
30698,4743726.363673287
30699,3647995.1709530647
30700,3782646.632658147
30701,10142813.608823845
30702,6690915.258885981
30703,3588368.3320553508
30704,6921037.660976853
30705,109401818.00588278
30706,1015677.8682523195
30707,122887366512032.12
30708,12653653.448947093
30709,7869085.772172307
30710,1295879.6164213377
30711,4129725.268006962
30712,16282797.870161189
30713,248270.16426113978
30714,16397585.529745918
30715,1515128.975244592
30716,10468382.312391534
30717,12709529.769233685
30718,342790.0003854039
30719,777188294.7279724
30720,7183323.0481174085
30721,6434370.843429091
30722,14010483.412049191
30723,5579769.614881891
30724,12905682.909315396
30725,2683847.910465885
30726,342843.3990917049
30727,9921490.242511855
30728,34575720.49148804
30729,119897301028504.22
30730,23610369.570782624
30731,6419912.371017308
30732,258405.45293640284
30733,17859115.52742979
30734,8913216.597488614
30735,6442929.244530474
30736,5310332.278527795
30737,26284408.274548803
30738,44411666.83322792
30739,8423840.675864818
30740,4619434.196024763
30741,628346677.9937528
30742,4885654.138767681
30743,3794819.6561450046
30744,11295863.10378388
30745,137438334.876655
30746,6442929.244530474
30747,2682019.004415672
30748,35630048.22315232
30749,38458780.20621345
30750,4958446.508714233
30751,8809296.8546500355
30752,482296296.63621694
30753,5658271.575568845
30754,138027.1469223956
30755,128996317353478.19
30756,6977953.600546036
30757,2147303.764340106
30758,803976.8925593037
30759,10825580.582015011
30760,128996317353478.19
30761,17177842.837810244
30762,3555038.2968446054
30763,6921037.660976853
30764,4502481.506694547
30765,3020599.5099242264
30766,1441781.8430586786
30767,48906112.371098146
30768,899152.2766922936
30769,2904692.911125641
30770,4502481.506694547
30771,3192858.833128151
30772,29935219.247751694
30773,8004688.770932104
30774,5627544.833541405
30775,53159101.37047486
30776,576453.839808728
30777,4502481.506694547
30778,5961871.97556726
30779,2007509.6181339992
30780,17891205.31648055
30781,8110371.531124212
30782,630160.3167857421
30783,4677880.493862177
30784,3513076.270954045
30785,1462106.1574247696
30786,4922419.028678703
30787,6378790.838644708
30788,3989266.33233402
30789,2663650.639497083
30790,2530495.7389297606
30791,11608612.635371774
30792,8975481.585083066
30793,17361340.83235397
30794,821261.2939847459
30795,30632923.761768702
30796,5908386.108946245
30797,8482904.81992453
30798,316605.2356756839
30799,3123390.879144128
30800,41553100.848225296
30801,6419912.371017308
30802,16229971.652161675
30803,3663172.5576515486
30804,1039916.6562738705
30805,128187407.55963089
30806,8913216.597488614
30807,7423409.614663706
30808,5112687.195643308
30809,4241336.453373388
30810,3860388.522960308
30811,2656745.3212797698
30812,1044071.8310652659
30813,5046945.237760945
30814,3006236.8149824063
30815,7131260.1635645
30816,18456443.210675612
30817,84816751227252.81
30818,22047654.811330955
30819,7664946.719343394
30820,1296250.9063885675
30821,11260564.465822086
30822,387872.542867164
30823,29391292.663566217
30824,2732749.8234805833
30825,4173870.5022509336
30826,267151957.09844756
30827,4458040.800491375
30828,34359978.64245155
30829,1279821.328713335
30830,10925821.30504505
30831,4039332.0983636864
30832,626246.3346217094
30833,26646539.83170469
30834,4005034.658911541
30835,4368593.465460481
30836,3624395.748139042
30837,1801195.8005357343
30838,19108100.187273826
30839,14070708.514806436
30840,3296362.1348947147
30841,8538605.615539039
30842,3331460.3792906622
30843,17429307.34471979
30844,6977953.600546036
30845,22940178.384401277
30846,4922419.028678703
30847,10639263.598012023
30848,8885330.37775875
30849,4050352.3988670176
30850,3945431.9384404235
30851,6648499.034831044
